name,address,city,zipcode,classification_codes,tax_period,asset_amount,income_amount,revenue_amount,ntee_code
COLLEGE AND UNIVERSITY PROFESSIONAL ASSOCIATION FOR HUMAN SERVICES,1811 COMMONS POINT DR,KNOXVILLE,37932-1989,2100,6/1/22,0,0,0,B034
COLLEGE OF TRADITIONAL MIDWIFERY,320 EVERGREEN DR,SUMMERTOWN,38483-8045,2000,12/1/22,0,0,0,B30
COLLIERVILLE HIGH SCHOOL BAND BOOSTERS INC,PO BOX 1803,COLLIERVILLE,38027-1803,1200,5/1/22,77387,453998,354629,B11
COLUMBIA ACADEMY SCHOOL,1101 WEST 7TH ST,COLUMBIA,38401-6440,2000,5/1/22,17513853,14123390,13288512,B21Z
COLUMBIA BAND BOOSTERS,PO BOX 978,COLUMBIA,38402-0978,1000,6/1/22,44851,88764,51790,B11
COLUMBIA PEACE AND JUSTICE INITIATIVE INC,809 S MAIN ST STE 100,COLUMBIA,38401-3353,1200,12/1/22,64658,75695,62364,B90
COMMANDO QUARTERBACK CLUB,123 CHEROKEE RD,HENDERSONVLLE,37075-3701,1200,12/1/20,43432,104226,89158,B11
COMMITTEE ON LESBIAN AND GAY HISTORY,1605 E 13TH ST,CHATTANOOGA,37404-4307,2000,12/1/22,0,0,0,B03
COMMUNITY BAND BOOSTERS INC,100 COMMUNITY XING,UNIONVILLE,37180-2024,2000,12/1/22,0,0,0,B11
COMMUNITY CHRISTAIN ACADEMY,316 W OLD AJ HWY,JEFFERSON CITY,37760-5200,1000,5/1/19,72679,140870,138350,B20
COMMUNITY TUTORING,2815 RENNOC RD,KNOXVILLE,37918-1812,2000,12/1/22,0,0,0,B92
COOKEVILLE CHILDRENS THEATRE,PO BOX 401,COOKEVILLE,38503-0401,1000,12/1/21,360371,222520,222520,B90
COOPER CHRISTIAN ACADEMY,PO BOX 6,SHELBYVILLE,37162-0006,1200,,,,,B20
CORDOVA MIDDLE OPTIONAL PTO,900 N SANGA RD,CORDOVA,38018-6562,2000,8/1/17,0,0,0,B94
CORNERSTONE ACADEMY INC,4801 SDAVYCROCKETTPKWY,MORRISTOWN,37813-0000,1000,6/1/22,93751320,28852754,28492042,B240
COVINGTON INTEGRATED ARTS ACADEMY ARTS BOOSTER,760 BERT JOHNSTON AVE,COVINGTON,38019-2448,1000,12/1/22,0,0,0,B12
CREATORS KIDS PRESCHOOL,106 GALLATIN PIKE N,MADISON,37115-3702,2000,,,,,B21
CRITICAL LEARNING SYSTEMS,5548 CRAFTWOOD DR,CANE RIDGE,37013-4882,2000,12/1/20,0,0,0,B90
CROSSOVER HOUSE,4579 TREWHITT RD SE,CLEVELAND,37323-8529,2100,12/1/20,0,0,0,B99
CROSSTOWN HIGH SCHOOL INC,1365 TOWER AVE,MEMPHIS,38104-7021,1200,6/1/22,11113071,7299080,7299080,B29
CSH HELPING HANDS INC,PO BOX 244,MOSHEIM,37818-0244,1200,12/1/19,0,0,0,B60
CSI-MEMPHIS CHAPTER DEMPSIE B MORRISON SCHOLARSHIP FUND INC,55 BLACKANKLE DR,OAKLAND,38060-3441,1200,6/1/22,0,0,0,B82
CUMBERLAND ADULT READING COUNCIL,PO BOX 3723,CROSSVILLE,38557-3723,1200,12/1/22,0,0,0,B60
CURTIS L JOHNSON MEMORIAL SCHOLARSHIP FOUNDATION,10500 TRAILMONT LN,CORDOVA,38016-6601,1000,12/1/22,0,0,0,B82
CYBERTECH COMMUNITY LEARNING CENTER INC,4032 CECIL DR,MEMPHIS,38116-6121,1000,12/1/21,0,0,0,B90
DAVID BROWN PATRIOT MEMORIAL SCHOLARSHIP TR,PO BOX 1090,PARIS,38242-1090,1000,12/1/22,106461,4805,,B82
DAVID CROCKETT PTO,2301 W GAINES ST,LAWRENCEBURG,38464-3193,2000,7/1/17,0,0,0,B94
DAYBREAKS ARTS,1207 DICKERSON PIKE,NASHVILLE,37207-5472,1000,6/1/22,153421,223107,218119,B01
DAYSPRING ACADEMY,2838 HEIGHTS CIRCLE DR,GREENBRIER,37073-4823,7200,,,,,B20
DAYSPRING CHRISTIAN ACADEMY,935 W OLDHAM AVE SUITE 2,KNOXVILLE,37921-2749,2000,6/1/22,949,102412,102412,B24
DEGENHARDT EDUCATIONALS INC,1123 MADISON MILL DR,NOLENSVILLE,37135-3031,2000,12/1/20,0,0,0,B82
DEKALB COUNTY BAND BOOSTERS,PO BOX 303,SMITHVILLE,37166-0303,1200,12/1/21,0,0,0,B112
DEKALB COUNTY FOUNDATION FOR EDUCATION INC,PO BOX 548,SMITHVILLE,37166-0548,2000,12/1/22,0,0,0,B82
DEL REY EDUCATION INC,100 POWELL PL 1136,NASHVILLE,37204-3622,1200,6/1/22,0,0,0,B29
DELK HENSON YOUTH FIRST,425 S HORTON PKWY,CHAPEL HILL,37034-3148,1000,6/1/22,0,0,0,B94
DELTAS OF OAK RIDGE,PO BOX 4906,OAK RIDGE,37831-4906,1000,6/1/22,0,0,0,B82
DEPARTMENT OF TN AMERICAN LEGION AUXILIARY VOLUNTEER GIRL STATE,5450 HIGHWAY 153 STE 126 # 1023,HIXSON,37343-3791,2000,7/1/22,185206,266128,254206,B90
DISTINGUISHED PROFESSIONALS EDUCATION INSTITUTE,PO BOX 71473,KNOXVILLE,37938-1473,1000,12/1/21,387802,26175,26175,B60
DIVERSE LEARNERS COOPERATIVE,8011 BROOKS CHAPEL RD UNIT 3083,BRENTWOOD,37024-3819,2000,6/1/19,69777,158035,158035,B90
DIVERSITY AND INTEGRATION OF CHRISTIAN EDUCATION INC,2756 APPLING CENTER CV,MEMPHIS,38133-5079,1000,12/1/21,0,0,0,B82
DOBYNS BENNETT ORCHESTRA GUILD,1 TRIBE WAY,KINGSPORT,37664-2283,2000,6/1/22,0,0,0,B11
DOLLAR GENERAL LITERACY FOUNDATION,100 MISSION RDG,GOODLETTSVLLE,37072-2171,1000,1/1/22,59000845,20072888,19656631,B92Z
DONNER FOUNDATION,765 CLANTON RD,DYERSBURG,38024-7701,1000,12/1/22,471460,21636,,B82Z
DR MARTIN LUTHER KING JR SCHOLARSHIP FUND OF RUTHERFORD,PO BOX 331382,MURFREESBORO,37133-1382,2000,12/1/22,52614,42419,42419,B82
DR WILLIAM BURRUS ELEMENTARY PTO,1336 DRAKES CREEK RD,HENDERSONVLLE,37075-8519,1200,6/1/22,24830,193865,113517,B94
DRESDEN CROSS COUNTRY,349 HOPPER RD,GLEASON,38229-6670,1200,6/1/22,0,0,0,B11
DUPONT HIGH SCHOOL ALUMNI ASSOCIATION INC,PO BOX 68,OLD HICKORY,37138-0068,1000,9/1/22,8156,30465,25762,B84
E R A C E FOUNDATION,227 3RD AVE N,FRANKLIN,37064-2504,2000,12/1/20,0,0,0,B99
E3 SCHOOL SUPPORT INC,11124 KINGSTON PIKE,KNOXVILLE,37934-2863,1200,12/1/21,5334090,1756436,1756436,B11
EAGLE ATHLETIC CLUB,PO BOX 253,PLEASANT VIEW,37146-0253,1000,12/1/19,15035,8145,8145,B94
EARLY LITERACY AMBASSADORS,430 CHASE BEND RD,ESTILL SPGS,37330-3701,1000,6/1/22,550,50,50,B92
EAST HICKMAN BAND BOOSTERS,7700 HIGHWAY 7,LYLES,37098-1554,1000,12/1/21,0,0,0,B12
EAST LAKE MONTESSORI,2903 E 37TH ST,CHATTANOOGA,37407-2213,2700,6/1/22,101708,275337,275337,B21
EAST NASHVILLE MAGNET SCHOOL PTSO,110 GALLATIN AVE,NASHVILLE,37206-3217,1000,12/1/21,0,0,0,B94
EAST RIDGE HIGH SCHOOL ALUMNI AND SUPPORTERS ASSOCIATION INC,PO BOX 9462,CHATTANOOGA,37412-0462,1000,12/1/19,99876,18658,12872,B84
EAST TENNESSEE ECONOMIC DEVELOPMENT AGENCY INC,10215 TECHNOLOGY DR STE 202,KNOXVILLE,37932-4304,1000,9/1/21,4399971,1668508,1235928,B99
EASTERN CHEATHAM PARENT TEACHER ORGANIZATION,3201 BEARWALLOW RD,ASHLAND CITY,37015-4553,1000,6/1/22,0,0,0,B94
EDCOM SERVICES INC,7011 RIVER ROAD PIKE,NASHVILLE,37209-5722,2000,12/1/22,0,0,0,B90
EDUCATION LOAN FINANCE INC,12700 KINGSTON PIKE,KNOXVILLE,37934-0917,1000,12/1/21,2281627256,227234757,227234757,B82
ELEVATION OF HOPE OUTREACH,PO BOX 280207,MEMPHIS,38168-0207,2000,,,,,B11
ELIZABETHS PLACE,502 JACKSON HILLS DR,MARYVILLE,37804-2512,1200,12/1/21,4744,13707,13707,B28
ELIZABETHTON CYCLONE DUGOUT CLUB,PO BOX 504,ELIZABETHTON,37644-0504,2000,7/1/22,0,0,0,B94
ELTON AND RUBY DEANES PENCIL ENDOWNMENT FUND,PO BOX 382212,GERMANTOWN,38183-2212,2000,12/1/22,0,0,0,B82
EMMA ELIZABETH CRUSE FOUNDATION,PO BOX 172,PARSONS,38363-0172,1000,12/1/22,0,0,0,B82
EMPOWERMENT ZONE PTSO,4851 ELVIS PRESLEY BLVD,MEMPHIS,38116-7745,1258,6/1/22,0,0,0,B94
ENCOURAGEME INC,5112 LAUREL SPRINGS DR,MEMPHIS,38125-3887,2700,,,,,B90
ENTREPRENEUR TRAINING INSTITUTE,7546 BAYSWEET DR,MEMPHIS,38125-5047,1000,12/1/21,0,0,0,B30
FAIRVIEW ELEMENTARY SCHOOL PTO ANDERSON COUNTY,6715 HICKORY VALLEY RD,HEISKELL,37754-3021,2000,12/1/22,0,0,0,B94
FAIRVIEW MIDDLE SCHOOL PARENT TEACHER ORGANIZATION FMSPTO,7200 CUMBERLAND DR,FAIRVIEW,37062-9710,1000,6/1/22,0,0,0,B94
FAITH WALK COMMUNITY OF THE MID-SOUTH,3755 N GERMANTOWN RD,BARTLETT,38133-2811,7000,12/1/22,48191,102176,102176,B99
FAMILY BONDING CENTER OF THE APPALACHIAN REGION,304 TOM FRANKLIN RD,JEFFERSON CTY,37760-3510,1000,12/1/22,0,0,0,B52
FAMILY CHRISTIAN SCHOOL,PO BOX 11535,JACKSON,38308-0125,2000,5/1/22,38717,474942,474942,B20
FARRAGUT BAND BOOSTERS INC,PO BOX 22711,KNOXVILLE,37933-0711,2000,6/1/22,40141,63638,49703,B11
FARRAGUT MIDDLE SCHOOL PTO,200 W END AVE,KNOXVILLE,37934-2874,2000,6/1/22,2500,82889,70091,B94
FAYETTE LITERACY,214 LAKEVIEW RD,SOMERVILLE,38068-9737,1200,6/1/22,32891,61420,61420,B60
FAYETTEVILLE CITY SCHOOLS BAND BOOSTERS,310 GREEN ST,FAYETTEVILLE,37334-2522,1000,6/1/22,0,0,0,B12
FERRANDO FELICITAS SCHOLARSHIP FOUNDATION,335 N WALNUT BEND RD,CORDOVA,38018-6832,2000,6/1/19,1,33940,,B82
FIRST PRIORITY OF AMERICA INC,15380 OLD HICKORY BLVD,NASHVILLE,37211-6210,2000,6/1/22,1373259,1222878,1221938,B28
FOR THE LOVE OF READING,1845 COMMUNITY DR,KNOXVILLE,37909-1373,1230,12/1/22,0,0,0,B92
FORREST SOFTBALL BOOSTER CLUB,PO BOX 384,CHAPEL HILL,37034-0384,2000,12/1/21,0,0,0,B11
FOUNDATION FOR THE BLOUNT COUNTY PUBLIC LIBRARY,508 N CUSICK ST,MARYVILLE,37804-5714,1000,12/1/22,0,0,0,B70
FRANKLIN CLASSICAL SCHOOL,408 CHURCH ST,FRANKLIN,37064-2638,2000,6/1/22,2213588,3550787,3546318,B20Z
FRESH ST-ART,PO BOX 608,CHATTANOOGA,37401-0608,2000,12/1/20,0,0,0,B99
FRIENDS OF COLLEGEDALE PUBLIC LIBRARY,9318 APISON PIKE,OOLTEWAH,37363-8629,1000,12/1/22,0,0,0,B11
FRIENDS OF ILLUMINATE ACADEMY INC,1033 BURCHWOOD AVE,NASHVILLE,37216-3607,2000,12/1/22,0,0,0,B11
FRIENDS OF KAEC INC,5719 KINGSTON PIKE,KNOXVILLE,37919-6304,1000,12/1/18,0,0,0,B94
FRIENDS OF LAUDERDALE COUNTY LIBRARY,120 LAFAYETTE AVE,RIPLEY,38063-1321,2000,6/1/20,7660,5253,5253,B71I
FRIENDS OF LOUDON PUBLIC LIBRARY,210 RIVER RD,LOUDON,37774-1040,1000,9/1/22,0,0,0,B11
FRIENDS OF NASHVILLE SCHOOL OF THE ARTS INC,1250 FOSTER AVE,NASHVILLE,37210-4424,1200,6/1/22,0,0,0,B94
FRIENDS OF ROAN MOUNTAIN INC,708 ALLEN AVE,ELIZABETHTON,37643-4157,1000,12/1/22,0,0,0,B20
FRIENDS OF THE DICKSON COUNTY PUBLIC LIBRARY,303 HENSLEE DR,DICKSON,37055-2050,1200,12/1/22,0,0,0,B117
FRIENDS OF THE EDWARD WARD CARMACK GALLATIN PUBLIC LIBRARY,123 E MAIN ST,GALLATIN,37066-2801,2000,8/1/22,82363,41673,41673,B11
FRIENDS OF THE HOUSTON COUNTY LIBRARY INC,PO BOX 183,ERIN,37061-0183,1200,6/1/17,0,0,0,B70
FRIENDS OF THE LIBRARY OF JEFFERSON CITY,1427 RUSSELL AVENUE,JEFFERSON CITY,37760-0000,1000,4/1/22,29173,15307,15307,B70Z
FRIENDS OF THE WILLIAMSON COUNTY PUBLIC LIBRARY,1314 COLUMBIA AVE,FRANKLIN,37064-3626,1000,5/1/22,55945,82311,82311,B70Z
FROM THE GROUND UP USA INC,3521 WINCROSS DR,MEMPHIS,38119-9105,1000,12/1/20,0,0,0,B60
FUNCTIONAL EDVENTURES,4001 ANDERSON ROAD,NASHVILLE,37217-4709,1200,,,,,B99
GAFFNEY ATHLETIC PREPARATORY ACADEMY,3225 WEEKS HORIZON PLACE NE STE 32,CLEVELAND,37312-3182,2000,12/1/22,0,0,0,B25
GENEVA INSTITUTE OF CHRISTIAN THOUGHT,1636 BRISTOL HWY,ELIZABETHTON,37643-5250,2000,6/1/22,0,0,0,B90
GERMANTOWN EDUCATION FOUNDATION,3350 FOREST HILL IRENE RD,GERMANTOWN,38138-8613,1200,6/1/22,233958,274969,231809,B12
GERMANTOWN FINE ARTS FOUNDATION,7653 OLD POPLAR PIKE,GERMANTOWN,38138-0000,1000,6/1/22,453271,1045,1045,B82
GIBBS HIGHSCHOOL BAND BOOSTERS,7628 TAZEWELL PIKE,CORRYTON,37721-2910,1000,5/1/22,39777,67231,26808,B112
GIFTED ATHLETES,7416 S BEAMAN CIR APT 108,CORDOVA,38016-3647,2000,5/1/22,0,0,0,B90
GIVE AND GO INC,493 PARMLEY LN,NASHVILLE,37207-2614,2000,12/1/20,21333,63229,63229,B80
GOLDEN BEAR THEATER BOOSTERS,1875 GOLDEN BEAR GTWY,MOUNT JULIET,37122-1402,2000,12/1/22,0,0,0,B12
GOODWILL EXCEL CENTER MIDSOUTH INC,6895 STAGE RD,MEMPHIS,38133-4015,2000,6/1/22,6356485,4329103,4298045,B29
GORDONSVILLE ELEMENTARY SCHOOL PTO,100 MAIN ST E,GORDONSVILLE,38563-2025,1200,12/1/18,0,0,0,B94
GREENEVILLE CITY SCHOOLS FOUNDATION,PO BOX 1420,GREENEVILLE,37744-1420,2000,6/1/22,460020,210042,196471,B11
GROW ACADEMY,830 KIRKWOOD AVE,NASHVILLE,37204-2638,1200,12/1/21,1309935,2192537,2192537,B21
GUY AND ETHEL KENNEDY SCHOLARSHIP FUND TRUST,PO BOX 429,DECATURVILLE,38329-0429,2000,12/1/22,564496,4866,,B82
HALLS HIGH SCHOOL PARENT TEACHER ORGANIZATION,4321 E EMORY RD,KNOXVILLE,37938-4354,2000,6/1/21,0,0,0,B94
HALLWAY HERO PROJECT,406 LAZY CREEK LN,NASHVILLE,37211-6735,1000,,,,,B94
HAMILTON COUNTY & CHATTANOOGA RETIRED TEACHERS ASSOCIATIONTERM,4655 SHALLOWFORD RD,CHATTANOOGA,37411-1130,1000,6/1/22,0,0,0,B03
HAMILTON COUNTY SCHOOLS FUND FOR EXCELLENCE,1161 W 40TH ST,CHATTANOOGA,37409-1317,2000,12/1/22,586175,776056,347724,B20J
HANDS UP INC,185 GREENFIELD DR,JACKSON,38305-2721,2000,6/1/22,253269,458536,458536,B21
HANDS-ON BY DESIGN,2732 VILLAGE DR,THOMPSONS STN,37179-9283,2000,6/1/21,0,0,0,B90
HAPPY JOSEPHS JOURNEY,PO BOX 70789,NASHVILLE,37207-0789,2000,12/1/22,0,0,0,B01
HAPPY VALLEY HIGH SCHOOL BAND BOOSTERS INC,121 WARPATH LN,ELIZABETHTON,37643-5065,2000,6/1/22,0,0,0,B11
HARDEMAN COUNTY COMISSION FOR BLACK HISTORY,215 ERMON RD,BOLIVAR,38008-9636,2000,8/1/22,0,0,0,B82
HARDIN VALLEY MIDDLE SCHOOL PARENT TEACHER ORGANIZATION,2280 STEELE RD,KNOXVILLE,37932-1435,2000,6/1/22,4978,20621,20621,B94
HAROLD S VANDERBILT BRIDGE EDUCATION ASSOCIATION,9308 SAWYER BROWN ROAD 100,NASHVILLE,37221-2409,1000,3/1/22,1268406,162882,162882,B99
HARPETH HALL SCHOOL,3801 HOBBS RD,NASHVILLE,37215-2216,2000,6/1/22,136914546,55434517,36132552,B200
HAWKINS COUNTY LIBRARY,407 E MAIN ST STE 1,ROGERSVILLE,37857-3366,1200,,,,,B70
HAZEL ELIZABETH ROBINSON BOWLES FOUNDATION,PO BOX 25488,CHATTANOOGA,37422-5488,1200,12/1/21,0,0,0,B84
HAZELWOOD STARS PTO,2623 TINY TOWN RD,CLARKSVILLE,37042-8552,1200,7/1/21,0,0,0,B94
HB WILLIAMS PARENT TEACHER ORGANIZATION CORPORATION,115 S PALMERS CHAPEL RD,WHITE HOUSE,37188-5402,2000,5/1/22,0,0,0,B11
HCA HEALTHCARE FOUNDATION,PO BOX 570,NASHVILLE,37202-0570,2000,12/1/21,153143243,88071858,,B82
HEAVENLY LOVE,2968 EAGLE DR,MEMPHIS,38115-2806,1200,,,,,B80
HELLO WORLD,PO BOX 36,THOMPSONS STN,37179-0036,1000,,,,,B03
HELP ONE FUTURE,PO BOX 41272,NASHVILLE,37204-1272,1000,12/1/21,0,0,0,B99
HERITAGE FOUNDATION INTERNATIONAL INC,PO BOX 130,JEFFERSON CTY,37760-0130,1238,12/1/20,0,0,0,B90
HERITAGE MIDDLE SCHOOL PARENT SUPPORT ORGANIZATION INC,3737 E LAMAR ALEXANDER PKWY,MARYVILLE,37804-6030,1200,6/1/21,0,0,0,B11
HERITAGE MIDDLE SCHOOL PARENT TEACHER ORGANIZATION,4803 COLUMBIA PIKE,THOMPSONS STN,37179-5207,2000,6/1/22,0,0,0,B94
HERITAGE PATRIOTS TOUCHDOWN CLUB,PO BOX 866,WHITE HOUSE,37188-0866,2000,12/1/20,0,0,0,B11
HERMITAGE ELEMENTARY PTO,3800 PLANTATION DR,HERMITAGE,37076-1838,1000,6/1/22,0,0,0,B94
HICKMAN COUNTY EDUCATION FOUNDATION INC,115 MURPHREE AVE,CENTERVILLE,37033-1443,2000,6/1/22,1940692,128600,128600,B90
HILLIARD INSTITUTE INC,4041 DEER CREEK BLVD,SPRING HILL,37174-2284,2000,12/1/22,0,0,0,B99
HILLSBORO SCHOOL PTO INC,5412 PINEWOOD RD,FRANKLIN,37064-6217,1000,6/1/22,10406,105938,78728,B99
HILLTOPPERS WRESTLING CLUB,146 PARK DR,JONESBOROUGH,37659-5745,1200,6/1/22,0,0,0,B80
HIXSON HIGH SCHOOL FOOTBALL BOOSTERS CLUB,5705 MIDDLE VALLEY RD,HIXSON,37343-3267,1000,12/1/22,0,0,0,B112
HOLY FAMILY ACADEMY,6075 POPLAR AVE STE 500,MEMPHIS,38119-0102,1200,,,,,B80
HOLY TRINITY MONTESSORI,8131 OLD HARDING PIKE,NASHVILLE,37221-9717,2000,12/1/21,6715835,1966655,1953382,B21
HONOR SOCIETY OF PHI KAPPA PHI,3500 JOHN A MERRITT BLVD,NASHVILLE,37209-1500,1000,6/1/22,0,0,0,B830
HOPE FOR TRIPLE NEGATIVE BREAST CANCER-THE PAMELA KIOMBE FOUNDATIO,1234 COTILLION DR,MURFREESBORO,37128-1743,1200,,,,,B01
HOUSTON CHOIR BOOSTER CLUB,9755 WOLF RIVER BLVD,GERMANTOWN,38139-5557,1200,6/1/22,0,0,0,B11
HOUSTON HIGH SCHOOL TRAP TEAM,9755 WOLF RIVER BLVD,GERMANTOWN,38139-5557,1000,8/1/22,0,0,0,B11
HT LOCKARD FOUNDATION OF THE BEN F JONES CHAPTER,PO BOX 17322,MEMPHIS,38187-0322,1200,12/1/21,93789,133914,133914,B82
HUNTERS BEND ELEMENTARY SCHOOL PTO,2121 FIELDSTONE PKWY,FRANKLIN,37069-1813,1000,6/1/22,149666,139815,94892,B11
HUNTLAND SCHOOL BAND BOOSTERS ASSOCIATION INC,400 GORE ST,HUNTLAND,37345-3246,2000,12/1/22,0,0,0,B12
IF ITS MEANT TO BE FOUNDATION INC,2409 VOLUNTEER PKWY STE A,BRISTOL,37620-6807,1000,12/1/22,8938,1740,,B12
IKEBANA INTERNATIONAL,428 SWAN RIDGE CIR E,MEMPHIS,38122-4651,2000,4/1/21,0,0,0,B99
INSIGHT TRAINING & EDUCATIONAL CENTER INC,130 GARDEN DR,JOHNSON CITY,37604-5520,2000,12/1/18,0,0,0,B99
INTERNATIONAL ASSOCIATION OF LIONS CLUBS,PO BOX 872,LOUDON,37774-0872,1000,6/1/22,53170,75952,63971,B90
INTERNATIONAL LITERACY ASSOCIATION,156 REED LN,COOKEVILLE,38506-7920,2000,6/1/22,0,0,0,B03
IVAPM RESEARCH AND SCHOLARSHIP FOUNDATION,PO BOX 1868,MT JULIET,37121-1868,1000,12/1/22,0,0,0,B82
IVY ACADEMY INC,8520 DAYTON PIKE,SODDY DAISY,37379-4359,2000,6/1/22,8715210,5138549,5138549,B29
JAMES EDWARD SEAY JR SCHOLARSHIP FUND,239A AURORA AVE,MADISON,37115-2485,1000,12/1/21,0,0,0,B82
JAPANESE LANGUAGE SCHOOL MEMPHIS,5509 SHARP PLAZA BLVD,MEMPHIS,38193-0001,2000,3/1/23,85434,88875,88875,B28
JASON PROFFITT FOUNDATION,1160 CHARLIE READ RD,CHAPMANSBORO,37035-5319,2000,12/1/22,0,0,0,B12
JC RUNYON FOUNDATION,9295 INGLESIDE FARM N,GERMANTOWN,38139-6723,1000,12/1/22,16127,37864,31704,B82
JECA,4479 JACKSON RD,WHITES CREEK,37189-9201,2000,6/1/22,3034273,2162853,2162853,B24
JEFFERSON COUNTY EDUCATIONAL AND COMMUNITY FOUNDATION,PO BOX 890,DANDRIDGE,37725-0890,1000,12/1/21,98731,93037,93037,B82
JEHOVAH JIREH SCHOLARSHIP FUND,471 WHIPPOORWILL CIR,MILLINGTON,38053-0571,2000,12/1/22,1,1500,,B82
JEREMIAH SCHOOL,1502 KNOB CREEK RD,JOHNSON CITY,37604-3724,2000,6/1/21,870256,1011767,1011767,B28
JESSICA COLTER SCHOLARSHIP,1113 TUSCULUM BLVD 137,GREENEVILLE,37745-4038,1000,12/1/22,0,0,0,B82
JOHN ADAMS ELEMENTARY PTA,2727 EDINBURGH CHANNEL RD,KINGSPORT,37664-5675,2000,6/1/21,0,0,0,B11
JOHN JACKSON MEMORIAL SCHOLARSHIP FOUNDATION,PO BOX 367,COALFIELD,37719-0367,1000,6/1/18,0,0,0,B82
JOHN OVERTON HIGH SCHOOL PTO,4820 FRANKLIN PIKE,NASHVILLE,37220-1122,2000,6/1/19,0,0,0,B94
JOHN OVERTON HS ALUMNI ASSOCIATION INC,2007 ERWIN ST,FRANKLIN,37064-1877,1000,12/1/22,0,0,0,B11
JOHN SEVIER BAND ASSOCIATION,1200 WATEREE STREET,KINGSPORT,37660-4568,1000,8/1/21,0,0,0,B11
JOHNSON CITY PUBLIC LIBRARY,100 W MILLARD ST,JOHNSON CITY,37604-4731,2000,6/1/22,2269696,2425366,2425366,B71Z
JOSEPH SCHOOL INCORPORATED,161 ROSA L PARKS BLVD,NASHVILLE,37203-3731,1000,6/1/22,968971,668897,668897,B25
JOURNEY COMMUNITY SCHOOLS INC,802 ROZELLE ST,MEMPHIS,38104-5052,2000,6/1/22,21521082,26814694,26811280,B02
JR CYCLONES FOOTBALL INC,210 W G ST,ELIZABETHTON,37643-3114,1000,12/1/21,29940,70087,70087,B94
JROTC HAWK BOOSTER CLUB,PO BOX 31762,CLARKSVILLE,37040-0030,2000,12/1/21,0,0,0,B11
JRSDMS PLASTIC AND BOTTLE COMPANY,3850 VISCOUNT AVE,MEMPHIS,38118-6050,1000,,,,,B90
JULIA GREEN EXTENDED CARE INC,737A HARPETH PKWY W,NASHVILLE,37221-3503,1000,7/1/22,39435,255500,255500,B900
JUMP-START READING AND MATH ACADEMIC,PO BOX 17625,NASHVILLE,37217-0625,2000,6/1/22,0,0,0,B29
JUSTICE UNITY GENEROSITY & SERVICE INTERNATIONAL,PO BOX 9574,MEMPHIS,38190-0574,1200,12/1/22,0,0,0,B82
KACEE,5337 SALEM CHURCH ROAD,KNOXVILLE,37938-0000,1000,,,,,B03
KALEIDOSCOPE SCHOOLS,1346 HARBOR PARK DR,MEMPHIS,38103-9031,2000,6/1/20,269490,887362,887362,B29
KAPPA OMEGA,735 UNIVERSITY AVE,SEWANEE,37383-2000,1000,12/1/22,0,0,0,B83
KAPPA SIGMA - KAPPA CHAPTER - VANDERBILT - ALUMNI ASSOCIATION,403 LEAKE AVE,NASHVILLE,37205-3711,1000,5/1/22,0,0,0,B83
KAPPA UPSILON CHI SIGMA CHAPTER,1120 N OCOEE ST,CLEVELAND,37311-4458,1700,5/1/18,0,0,0,B80
KENROSE ELEMENTARY PTO,1702 RAINTREE PKWY,BRENTWOOD,37027-2606,1000,6/1/21,44359,66982,64791,B94
KIDS ON THE RISE,348 TAYLOR ST 102,CROSSVILLE,38555-4381,2000,5/1/22,153290,136876,127056,B92
KIDSS FIRST,2409 CASON LN,LEWISBURG,37091-6399,2000,6/1/22,93365,110461,80531,B94
KINGSPORT MUSIC CLUB,5 PENDLETON PL,KINGSPORT,37664-2169,2000,8/1/22,0,0,0,B82Z
KIPP MEMPHIS INC,2670 UNION AVENUE EXT STE 1100,MEMPHIS,38112-4430,2000,6/1/22,24468081,25479805,25479805,B29
KIWANIS CLUB OF NEWPORT FOUNDATION INC,170 W BROADWAY,NEWPORT,37821-2325,2100,9/1/22,155394,4776,4776,B82
KJINC,1236 MOURFIELD RD,KNOXVILLE,37922-5909,2000,12/1/20,15508,5218,5218,B90
KNIGHTS ASSOCIATION,150 SOCCER WAY,SMYRNA,37167-3037,1000,6/1/22,60495,462930,462930,B12
KNOWLEDGE ACADEMIES INC,5320 HICKORY HOLLOW PKWY STE B,ANTIOCH,37013-3128,1000,6/1/22,18892755,38917130,23028658,B29
KNOX COUNTY LIBRARY FOUNDATION,500 W CHURCH AVE,KNOXVILLE,37902-2505,2100,12/1/22,498100,5711,5711,B117
KNOX COUNTY SCHOOLS BLENDED PRESCHOOL FOUNDATION,2455 E MAGNOLIA AVE,KNOXVILLE,37917-8228,1000,6/1/22,0,0,0,B12
KNOX DOSS MIDDLE SCHOOL AT DRAKES CREEK PTO,1338 DRAKES CREEK RD,HENDERSONVLLE,37075-8519,1000,7/1/22,0,0,0,B11
LA QUARTERBACK CLUB,PO BOX 955,LIVINGSTON,38570-0955,2000,,,,,B11
LA VERGNE FIREFIGHTERS ASSOCIATION,PO BOX 516,LA VERGNE,37086-0516,1200,12/1/22,0,0,0,B03
LADY CATS WRESTLING CLUB,151 RICHVIEW RD,CLARKSVILLE,37043-4723,1000,6/1/22,0,0,0,B11
LADY INDIANS SOFTBALL BOOSTERS,3955 HIGHWAY 48,CUNNINGHAM,37052-5020,1000,6/1/22,0,0,0,B112
